07-12-2018 15:04:20 [<module>:243] INFO : Initializing TPC-C benchmark using MongodbDriver
  NEW_ORDER       59              0.371413707733  158.85 txn/s    
  ORDER_STATUS    5               0.101655960083  49.19 txn/s     
  PAYMENT         55              60.7130143642   0.91 txn/s      
  STOCK_LEVEL     5               0.151115894318  33.09 txn/s     
------------------------------------------------------------------
  TOTAL           128             61.8898038864   2.07 txn/s      
07-13-2018 13:53:19 [execute:084] INFO : ==================================================================
Execution Results after 62 seconds
------------------------------------------------------------------
                  Executed        Time (s)       Rate            
  DELIVERY        7               1.39540076256   5.02 txn/s      
  NEW_ORDER       97              0.754115819931  128.63 txn/s    
  ORDER_STATUS    7               0.111420869827  62.82 txn/s     
  PAYMENT         72              60.3676357269   1.19 txn/s      
  STOCK_LEVEL     8               0.171122074127  46.75 txn/s     
------------------------------------------------------------------
  TOTAL           191             62.7996952534   3.04 txn/s      
07-13-2018 13:53:19 [execute:084] INFO : ==================================================================
Execution Results after 60 seconds
------------------------------------------------------------------
                  Executed        Time (s)       Rate            
  DELIVERY        5               0.468574047089  10.67 txn/s     
  NEW_ORDER       100             0.569669008255  175.54 txn/s    
  ORDER_STATUS    12              0.112523078918  106.64 txn/s    
  PAYMENT         103             58.7755556107   1.75 txn/s      
  STOCK_LEVEL     8               0.119313955307  67.05 txn/s     
------------------------------------------------------------------
  TOTAL           228             60.0456357002   3.80 txn/s      
07-13-2018 13:53:19 [execute:084] INFO : ==================================================================
Execution Results after 60 seconds
------------------------------------------------------------------
                  Executed        Time (s)       Rate            
  DELIVERY        8               1.21365761757   6.59 txn/s      
  NEW_ORDER       124             0.656808137894  188.79 txn/s    
  ORDER_STATUS    15              0.116787195206  128.44 txn/s    
  PAYMENT         99              58.067694664    1.70 txn/s      
  STOCK_LEVEL     9               0.115165233612  78.15 txn/s     
------------------------------------------------------------------
  TOTAL           255             60.1701128483   4.24 txn/s      
07-13-2018 13:53:19 [execute:084] INFO : ==================================================================
Execution Results after 64 seconds
------------------------------------------------------------------
                  Executed        Time (s)       Rate            
  DELIVERY        8               1.85444521904   4.31 txn/s      
  NEW_ORDER       97              0.757305145264  128.09 txn/s    
  ORDER_STATUS    8               0.101646661758  78.70 txn/s     
  PAYMENT         85              61.9327502251   1.37 txn/s      
  STOCK_LEVEL     9               0.183912038803  48.94 txn/s     
------------------------------------------------------------------
  TOTAL           207             64.8300592899   3.19 txn/s      
07-13-2018 13:53:19 [execute:084] INFO : ==================================================================
Execution Results after 60 seconds
------------------------------------------------------------------
                  Executed        Time (s)       Rate            
  DELIVERY        1               0.0892119407654 11.21 txn/s     
  NEW_ORDER       14              0.131607055664  106.38 txn/s    
  ORDER_STATUS    3               0.0491938591003 60.98 txn/s     
  PAYMENT         20              60.1349520683   0.33 txn/s      
  STOCK_LEVEL     1               0.00860118865967116.26 txn/s    
------------------------------------------------------------------
  TOTAL           39              60.4135661125   0.65 txn/s      
07-13-2018 13:53:19 [execute:084] INFO : ==================================================================
Execution Results after 61 seconds
------------------------------------------------------------------
                  Executed        Time (s)       Rate            
  DELIVERY        5               0.538251876831  9.29 txn/s      
  NEW_ORDER       36              0.221896648407  162.24 txn/s    
  ORDER_STATUS    4               0.0582618713379 68.66 txn/s     
  PAYMENT         41              60.9202227592   0.67 txn/s      
  STOCK_LEVEL     3               0.0365600585938 82.06 txn/s     
------------------------------------------------------------------
  TOTAL           89              61.7751932144   1.44 txn/s      
07-13-2018 13:53:19 [execute:084] INFO : ==================================================================
Execution Results after 60 seconds
------------------------------------------------------------------
                  Executed        Time (s)       Rate            
  DELIVERY        9               1.36319255829   6.60 txn/s      
  NEW_ORDER       81              0.498666286469  162.43 txn/s    
  ORDER_STATUS    8               0.213762044907  37.42 txn/s     
  PAYMENT         95              57.4549307823   1.65 txn/s      
  STOCK_LEVEL     10              0.405205726624  24.68 txn/s     
------------------------------------------------------------------
  TOTAL           203             59.9357573986   3.39 txn/s      
07-13-2018 13:53:19 [execute:084] INFO : ==================================================================
Execution Results after 62 seconds
------------------------------------------------------------------
                  Executed        Time (s)       Rate            
  DELIVERY        3               0.314007997513  9.55 txn/s      
  NEW_ORDER       68              0.420526981354  161.70 txn/s    
  ORDER_STATUS    5               0.0554089546204 90.24 txn/s     
  PAYMENT         65              61.8659026623   1.05 txn/s      
  STOCK_LEVEL     3               0.0435593128204 68.87 txn/s     
------------------------------------------------------------------
  TOTAL           144             62.6994059086   2.30 txn/s      
07-13-2018 13:53:19 [execute:084] INFO : ==================================================================
Execution Results after 60 seconds
------------------------------------------------------------------
                  Executed        Time (s)       Rate            
  DELIVERY        6               1.69748401642   3.53 txn/s      
  NEW_ORDER       59              0.401507377625  146.95 txn/s    
  ORDER_STATUS    3               0.049357175827  60.78 txn/s     
  PAYMENT         47              58.2509324551   0.81 txn/s      
  STOCK_LEVEL     8               0.191201448441  41.84 txn/s     
------------------------------------------------------------------
  TOTAL           123             60.5904824734   2.03 txn/s      
07-13-2018 13:53:19 [execute:084] INFO : ==================================================================
Execution Results after 61 seconds
------------------------------------------------------------------
                  Executed        Time (s)       Rate            
  DELIVERY        8               1.21996235847   6.56 txn/s      
  NEW_ORDER       61              0.302411794662  201.71 txn/s    
  ORDER_STATUS    5               0.0372965335846 134.06 txn/s    
  PAYMENT         59              59.2684526443   1.00 txn/s      
  STOCK_LEVEL     13              0.251690626144  51.65 txn/s     
------------------------------------------------------------------
  TOTAL           146             61.0798139572   2.39 txn/s      
07-13-2018 13:53:20 [execute:084] INFO : ==================================================================
Execution Results after 65 seconds
------------------------------------------------------------------
                  Executed        Time (s)       Rate            
  DELIVERY        2               0.188855171204  10.59 txn/s     
  NEW_ORDER       30              0.185705661774  161.55 txn/s    
  PAYMENT         38              65.3620157242   0.58 txn/s      
  STOCK_LEVEL     4               0.074205160141  53.90 txn/s     
------------------------------------------------------------------
  TOTAL           74              65.8107817173   1.12 txn/s      
07-13-2018 13:53:20 [execute:084] INFO : ==================================================================
Execution Results after 62 seconds
------------------------------------------------------------------
                  Executed        Time (s)       Rate            
  DELIVERY        6               0.788921117783  7.61 txn/s      
  NEW_ORDER       43              0.323748350143  132.82 txn/s    
  ORDER_STATUS    12              0.152104377747  78.89 txn/s     
  PAYMENT         52              60.7119250298   0.86 txn/s      
  STOCK_LEVEL     6               0.162075996399  37.02 txn/s     
------------------------------------------------------------------
  TOTAL           119             62.1387748718   1.92 txn/s      
07-13-2018 13:53:20 [execute:084] INFO : ==================================================================
Execution Results after 65 seconds
------------------------------------------------------------------
                  Executed        Time (s)       Rate            
  DELIVERY        2               0.186038970947  10.75 txn/s     
  NEW_ORDER       53              0.302587270737  175.16 txn/s    
  ORDER_STATUS    6               0.0422186851501 142.12 txn/s    
  PAYMENT         51              64.7846224308   0.79 txn/s      
  STOCK_LEVEL     6               0.119391202927  50.25 txn/s     
------------------------------------------------------------------
  TOTAL           118             65.4348585606   1.80 txn/s      
07-13-2018 13:53:20 [execute:084] INFO : ==================================================================
Execution Results after 60 seconds
------------------------------------------------------------------
                  Executed        Time (s)       Rate            
  DELIVERY        5               0.540854215622  9.24 txn/s      
  NEW_ORDER       104             0.570885896683  182.17 txn/s    
  ORDER_STATUS    13              0.170302391052  76.33 txn/s     
  PAYMENT         94              58.4679591656   1.61 txn/s      
  STOCK_LEVEL     12              0.210266113281  57.07 txn/s     
------------------------------------------------------------------
  TOTAL           228             59.9602677822   3.80 txn/s      
07-13-2018 13:53:20 [execute:084] INFO : ==================================================================
Execution Results after 62 seconds
------------------------------------------------------------------
                  Executed        Time (s)       Rate            
  DELIVERY        2               0.294605016708  6.79 txn/s      
  NEW_ORDER       66              0.427498817444  154.39 txn/s    
  ORDER_STATUS    8               0.0980882644653 81.56 txn/s     
  PAYMENT         53              61.4407508373   0.86 txn/s      
  STOCK_LEVEL     8               0.187019109726  42.78 txn/s     
------------------------------------------------------------------
  TOTAL           137             62.4479620457   2.19 txn/s      
07-13-2018 13:53:21 [execute:084] INFO : ==================================================================
Execution Results after 60 seconds
------------------------------------------------------------------
                  Executed        Time (s)       Rate            
  DELIVERY        8               0.774430274963  10.33 txn/s     
  NEW_ORDER       97              0.564648866653  171.79 txn/s    
  ORDER_STATUS    9               0.0865261554718 104.01 txn/s    
  PAYMENT         77              58.4170103073   1.32 txn/s      
  STOCK_LEVEL     8               0.134783983231  59.35 txn/s     
------------------------------------------------------------------
  TOTAL           199             59.9773995876   3.32 txn/s      
07-13-2018 13:53:21 [execute:084] INFO : ==================================================================
Execution Results after 65 seconds
------------------------------------------------------------------
                  Executed        Time (s)       Rate            
  DELIVERY        9               1.11527562141   8.07 txn/s      
  NEW_ORDER       78              0.527922153473  147.75 txn/s    
  ORDER_STATUS    10              0.187546014786  53.32 txn/s     
  PAYMENT         82              63.7172446251   1.29 txn/s      
  STOCK_LEVEL     8               0.167909383774  47.64 txn/s     
------------------------------------------------------------------
  TOTAL           187             65.7158977985   2.85 txn/s      
07-13-2018 13:53:21 [execute:084] INFO : ==================================================================
Execution Results after 61 seconds
------------------------------------------------------------------
                  Executed        Time (s)       Rate            
  DELIVERY        8               1.63948202133   4.88 txn/s      
  NEW_ORDER       48              0.357442617416  134.29 txn/s    
  ORDER_STATUS    2               0.0536978244781 37.25 txn/s     
  PAYMENT         36              59.5588941574   0.60 txn/s      
  STOCK_LEVEL     4               0.0650179386139 61.52 txn/s     
------------------------------------------------------------------
  TOTAL           98              61.6745345592   1.59 txn/s      
07-13-2018 13:53:21 [execute:084] INFO : ==================================================================
Execution Results after 64 seconds
------------------------------------------------------------------
                  Executed        Time (s)       Rate            
  DELIVERY        2               0.213022947311  9.39 txn/s      
  NEW_ORDER       25              0.108929872513  229.51 txn/s    
  ORDER_STATUS    4               0.0319690704346 125.12 txn/s    
  PAYMENT         21              64.2537801266   0.33 txn/s      
------------------------------------------------------------------
  TOTAL           52              64.6077020168   0.80 txn/s      
07-13-2018 13:53:21 [execute:084] INFO : ==================================================================
Execution Results after 60 seconds
------------------------------------------------------------------
                  Executed        Time (s)       Rate            
  DELIVERY        4               0.617989778519  6.47 txn/s      
  NEW_ORDER       68              0.38422203064   176.98 txn/s    
  ORDER_STATUS    6               0.0632100105286 94.92 txn/s     
  PAYMENT         71              58.9395332336   1.20 txn/s      
  STOCK_LEVEL     7               0.110934257507  63.10 txn/s     
------------------------------------------------------------------
  TOTAL           156             60.1158893108   2.59 txn/s      
07-13-2018 13:53:21 [execute:084] INFO : ==================================================================
Execution Results after 67 seconds
------------------------------------------------------------------
                  Executed        Time (s)       Rate            
  DELIVERY        3               0.551384925842  5.44 txn/s      
  NEW_ORDER       34              0.228919029236  148.52 txn/s    
  ORDER_STATUS    3               0.0463490486145 64.73 txn/s     
  PAYMENT         41              66.0922541618   0.62 txn/s      
  STOCK_LEVEL     5               0.105132102966  47.56 txn/s     
------------------------------------------------------------------
  TOTAL           86              67.0240392685   1.28 txn/s      
07-13-2018 13:53:21 [execute:084] INFO : ==================================================================
Execution Results after 60 seconds
------------------------------------------------------------------
                  Executed        Time (s)       Rate            
  DELIVERY        6               1.08618783951   5.52 txn/s      
  NEW_ORDER       85              0.532619953156  159.59 txn/s    
  ORDER_STATUS    5               0.0613901615143 81.45 txn/s     
  PAYMENT         97              58.2165338993   1.67 txn/s      
  STOCK_LEVEL     14              0.255992412567  54.69 txn/s     
------------------------------------------------------------------
  TOTAL           207             60.1527242661   3.44 txn/s      
07-13-2018 13:53:21 [execute:084] INFO : ==================================================================
Execution Results after 67 seconds
------------------------------------------------------------------
                  Executed        Time (s)       Rate            
  DELIVERY        3               0.385259866714  7.79 txn/s      
  NEW_ORDER       58              0.367756605148  157.71 txn/s    
  ORDER_STATUS    3               0.106221914291  28.24 txn/s     
  PAYMENT         58              66.418926239    0.87 txn/s      
  STOCK_LEVEL     5               0.114976882935  43.49 txn/s     
------------------------------------------------------------------
  TOTAL           127             67.3931415081   1.88 txn/s      
07-13-2018 13:53:23 [execute:084] INFO : ==================================================================
Execution Results after 67 seconds
------------------------------------------------------------------
                  Executed        Time (s)       Rate            
  DELIVERY        1               0.109090805054  9.17 txn/s      
  NEW_ORDER       52              0.407770872116  127.52 txn/s    
  ORDER_STATUS    7               0.0871758460999 80.30 txn/s     
  PAYMENT         53              67.1859564781   0.79 txn/s      
  STOCK_LEVEL     3               0.099100112915  30.27 txn/s     
------------------------------------------------------------------
  TOTAL           116             67.8890941143   1.71 txn/s      
07-13-2018 13:53:23 [execute:084] INFO : ==================================================================
Execution Results after 67 seconds
------------------------------------------------------------------
                  Executed        Time (s)       Rate            
  DELIVERY        8               1.46559667587   5.46 txn/s      
  NEW_ORDER       84              0.448639392853  187.23 txn/s    
  ORDER_STATUS    9               0.0688259601593 130.76 txn/s    
  PAYMENT         63              65.0060992241   0.97 txn/s      
  STOCK_LEVEL     5               0.108353853226  46.15 txn/s     
------------------------------------------------------------------
  TOTAL           169             67.0975151062   2.52 txn/s      
07-13-2018 13:53:23 [execute:084] INFO : ==================================================================
Execution Results after 60 seconds
------------------------------------------------------------------
                  Executed        Time (s)       Rate            
  DELIVERY        4               0.639310121536  6.26 txn/s      
  NEW_ORDER       76              0.641185283661  118.53 txn/s    
  ORDER_STATUS    2               0.00983905792236203.27 txn/s    
  PAYMENT         69              59.3832192421   1.16 txn/s      
  STOCK_LEVEL     3               0.0407021045685 73.71 txn/s     
------------------------------------------------------------------
  TOTAL           154             60.7142558098   2.54 txn/s      
07-13-2018 13:53:24 [execute:084] INFO : ==================================================================
Execution Results after 60 seconds
------------------------------------------------------------------
                  Executed        Time (s)       Rate            
  DELIVERY        1               0.115401983261  8.67 txn/s      
  NEW_ORDER       57              0.382125854492  149.17 txn/s    
  ORDER_STATUS    6               0.0943450927734 63.60 txn/s     
  PAYMENT         50              59.832177639    0.84 txn/s      
  STOCK_LEVEL     4               0.0563082695007 71.04 txn/s     
------------------------------------------------------------------
  TOTAL           118             60.480358839    1.95 txn/s      
07-13-2018 13:53:24 [execute:084] INFO : ==================================================================
Execution Results after 60 seconds
------------------------------------------------------------------
                  Executed        Time (s)       Rate            
  DELIVERY        1               0.101423978806  9.86 txn/s      
  NEW_ORDER       49              0.342701911926  142.98 txn/s    
  ORDER_STATUS    5               0.0629239082336 79.46 txn/s     
  PAYMENT         58              59.4863648415   0.98 txn/s      
  STOCK_LEVEL     2               0.0631587505341 31.67 txn/s     
------------------------------------------------------------------
  TOTAL           115             60.056573391    1.91 txn/s      
07-13-2018 13:53:24 [execute:084] INFO : ==================================================================
Execution Results after 62 seconds
------------------------------------------------------------------
                  Executed        Time (s)       Rate            
  DELIVERY        5               0.495944261551  10.08 txn/s     
  NEW_ORDER       53              0.376600980759  140.73 txn/s    
  ORDER_STATUS    6               0.0554187297821 108.27 txn/s    
  PAYMENT         56              61.8872311115   0.90 txn/s      
  STOCK_LEVEL     4               0.0822308063507 48.64 txn/s     
------------------------------------------------------------------
  TOTAL           124             62.89742589     1.97 txn/s      
07-13-2018 13:53:24 [execute:084] INFO : ==================================================================
Execution Results after 67 seconds
------------------------------------------------------------------
                  Executed        Time (s)       Rate            
  DELIVERY        8               1.00168275833   7.99 txn/s      
  NEW_ORDER       80              0.566290378571  141.27 txn/s    
  ORDER_STATUS    9               0.0795240402222 113.17 txn/s    
  PAYMENT         59              65.4684603214   0.90 txn/s      
  STOCK_LEVEL     4               0.0552158355713 72.44 txn/s     
------------------------------------------------------------------
  TOTAL           160             67.1711733341   2.38 txn/s      
07-13-2018 13:53:25 [execute:084] INFO : ==================================================================
Execution Results after 67 seconds
------------------------------------------------------------------
                  Executed        Time (s)       Rate            
  DELIVERY        8               0.833223104477  9.60 txn/s      
  NEW_ORDER       87              0.511361837387  170.13 txn/s    
  ORDER_STATUS    8               0.0633251667023 126.33 txn/s    
  PAYMENT         80              65.6389567852   1.22 txn/s      
  STOCK_LEVEL     8               0.16838145256   47.51 txn/s     
------------------------------------------------------------------
  TOTAL           191             67.2152483463   2.84 txn/s      
07-13-2018 13:53:25 [execute:084] INFO : ==================================================================
Execution Results after 64 seconds
------------------------------------------------------------------
                  Executed        Time (s)       Rate            
  DELIVERY        7               0.760835886002  9.20 txn/s      
  NEW_ORDER       105             0.636858224869  164.87 txn/s    
  ORDER_STATUS    11              0.121208190918  90.75 txn/s     
  PAYMENT         101             63.177144289    1.60 txn/s      
  STOCK_LEVEL     5               0.0890097618103 56.17 txn/s     
------------------------------------------------------------------
  TOTAL           229             64.7850563526   3.53 txn/s      
07-13-2018 13:53:25 [execute:084] INFO : ==================================================================
Execution Results after 68 seconds
------------------------------------------------------------------
                  Executed        Time (s)       Rate            
  DELIVERY        8               1.94569396973   4.11 txn/s      
  NEW_ORDER       72              0.504843235016  142.62 txn/s    
  ORDER_STATUS    8               0.116907835007  68.43 txn/s     
  PAYMENT         79              65.5901641846   1.20 txn/s      
  STOCK_LEVEL     6               0.110661029816  54.22 txn/s     
------------------------------------------------------------------
  TOTAL           173             68.2682702541   2.53 txn/s      
07-13-2018 13:53:26 [execute:084] INFO : ==================================================================
Execution Results after 63 seconds
------------------------------------------------------------------
                  Executed        Time (s)       Rate            
  DELIVERY        7               1.6787610054    4.17 txn/s      
  NEW_ORDER       75              0.632165908813  118.64 txn/s    
  ORDER_STATUS    5               0.0810451507568 61.69 txn/s     
  PAYMENT         56              61.1994838715   0.92 txn/s      
  STOCK_LEVEL     11              0.206795692444  53.19 txn/s     
------------------------------------------------------------------
  TOTAL           154             63.7982516289   2.41 txn/s      
07-13-2018 13:53:26 [execute:084] INFO : ==================================================================
Execution Results after 70 seconds
------------------------------------------------------------------
                  Executed        Time (s)       Rate            
  DELIVERY        2               0.28525686264   7.01 txn/s      
  NEW_ORDER       31              0.203274250031  152.50 txn/s    
  ORDER_STATUS    1               0.0194969177246 51.29 txn/s     
  PAYMENT         21              70.0345022678   0.30 txn/s      
  STOCK_LEVEL     5               0.158586025238  31.53 txn/s     
------------------------------------------------------------------
  TOTAL           60              70.7011163235   0.85 txn/s      
07-13-2018 13:53:26 [execute:084] INFO : ==================================================================
Execution Results after 71 seconds
------------------------------------------------------------------
                  Executed        Time (s)       Rate            
  DELIVERY        3               0.383618116379  7.82 txn/s      
  NEW_ORDER       61              0.403352975845  151.23 txn/s    
  ORDER_STATUS    5               0.156949043274  31.86 txn/s     
  PAYMENT         57              70.4422087669   0.81 txn/s      
  STOCK_LEVEL     4               0.0853209495544 46.88 txn/s     
------------------------------------------------------------------
  TOTAL           130             71.471449852    1.82 txn/s      
07-13-2018 13:53:26 [execute:084] INFO : ==================================================================
Execution Results after 61 seconds
------------------------------------------------------------------
                  Executed        Time (s)       Rate            
  DELIVERY        2               0.187172174454  10.69 txn/s     
  NEW_ORDER       25              0.170683383942  146.47 txn/s    
  ORDER_STATUS    3               0.0314991474152 95.24 txn/s     
  PAYMENT         28              60.6130785942   0.46 txn/s      
  STOCK_LEVEL     3               0.073016166687  41.09 txn/s     
------------------------------------------------------------------
  TOTAL           61              61.0754494667   1.00 txn/s      
07-13-2018 13:53:27 [execute:084] INFO : ==================================================================
Execution Results after 72 seconds
------------------------------------------------------------------
                  Executed        Time (s)       Rate            
  DELIVERY        4               0.432946920395  9.24 txn/s      
  NEW_ORDER       82              0.576117515564  142.33 txn/s    
  ORDER_STATUS    9               0.143494844437  62.72 txn/s     
  PAYMENT         72              70.7169034481   1.02 txn/s      
  STOCK_LEVEL     5               0.09401512146   53.18 txn/s     
------------------------------------------------------------------
  TOTAL           172             71.96347785     2.39 txn/s      
07-13-2018 13:53:27 [execute:084] INFO : ==================================================================
Execution Results after 69 seconds
------------------------------------------------------------------
                  Executed        Time (s)       Rate            
  DELIVERY        7               1.37208032608   5.10 txn/s      
  NEW_ORDER       41              0.26189160347   156.55 txn/s    
  ORDER_STATUS    9               0.180470943451  49.87 txn/s     
  PAYMENT         29              67.2408444881   0.43 txn/s      
  STOCK_LEVEL     3               0.141425132751  21.21 txn/s     
------------------------------------------------------------------
  TOTAL           89              69.1967124939   1.29 txn/s      
07-13-2018 13:53:28 [execute:084] INFO : ==================================================================
Execution Results after 71 seconds
------------------------------------------------------------------
                  Executed        Time (s)       Rate            
  DELIVERY        8               1.54771733284   5.17 txn/s      
  NEW_ORDER       57              0.467418432236  121.95 txn/s    
  ORDER_STATUS    10              0.096283197403  103.86 txn/s    
  PAYMENT         73              69.3756489754   1.05 txn/s      
  STOCK_LEVEL     9               0.13298201561   67.68 txn/s     
------------------------------------------------------------------
  TOTAL           157             71.6200499535   2.19 txn/s      
07-13-2018 13:53:28 [execute:084] INFO : ==================================================================
Execution Results after 69 seconds
------------------------------------------------------------------
                  Executed        Time (s)       Rate            
  DELIVERY        4               0.759081125259  5.27 txn/s      
  NEW_ORDER       94              0.593952178955  158.26 txn/s    
  ORDER_STATUS    11              0.104341030121  105.42 txn/s    
  PAYMENT         79              67.3431789875   1.17 txn/s      
  STOCK_LEVEL     6               0.141933679581  42.27 txn/s     
------------------------------------------------------------------
  TOTAL           194             68.9424870014   2.81 txn/s      
07-13-2018 13:53:28 [execute:084] INFO : ==================================================================
Execution Results after 70 seconds
------------------------------------------------------------------
                  Executed        Time (s)       Rate            
  DELIVERY        1               0.163913011551  6.10 txn/s      
  NEW_ORDER       27              0.0992259979248 272.11 txn/s    
  ORDER_STATUS    4               0.0383949279785 104.18 txn/s    
  PAYMENT         28              70.0856208801   0.40 txn/s      
  STOCK_LEVEL     2               0.0338618755341 59.06 txn/s     
------------------------------------------------------------------
  TOTAL           62              70.4210166931   0.88 txn/s      
07-13-2018 13:53:29 [execute:084] INFO : ==================================================================
Execution Results after 61 seconds
------------------------------------------------------------------
                  Executed        Time (s)       Rate            
  DELIVERY        9               1.05246853828   8.55 txn/s      
  NEW_ORDER       73              0.581159114838  125.61 txn/s    
  ORDER_STATUS    6               0.0921869277954 65.09 txn/s     
  PAYMENT         69              59.2912893295   1.16 txn/s      
  STOCK_LEVEL     11              0.184027194977  59.77 txn/s     
------------------------------------------------------------------
  TOTAL           168             61.2011311054   2.75 txn/s      
07-13-2018 13:53:30 [execute:084] INFO : ==================================================================
Execution Results after 68 seconds
------------------------------------------------------------------
                  Executed        Time (s)       Rate            
  DELIVERY        5               0.676779270172  7.39 txn/s      
  NEW_ORDER       47              0.276423692703  170.03 txn/s    
  ORDER_STATUS    5               0.0347797870636 143.76 txn/s    
  PAYMENT         55              67.8380043507   0.81 txn/s      
  STOCK_LEVEL     2               0.0444312095642 45.01 txn/s     
------------------------------------------------------------------
  TOTAL           114             68.8704183102   1.66 txn/s      
07-13-2018 13:53:31 [execute:084] INFO : ==================================================================
Execution Results after 67 seconds
------------------------------------------------------------------
                  Executed        Time (s)       Rate            
  DELIVERY        7               0.771878957748  9.07 txn/s      
  NEW_ORDER       82              0.463929653168  176.75 txn/s    
  ORDER_STATUS    12              0.105002880096  114.28 txn/s    
  PAYMENT         94              65.5641071796   1.43 txn/s      
  STOCK_LEVEL     8               0.143617153168  55.70 txn/s     
------------------------------------------------------------------
  TOTAL           203             67.0485358238   3.03 txn/s      
07-13-2018 13:53:33 [execute:084] INFO : ==================================================================
Execution Results after 60 seconds
------------------------------------------------------------------
                  Executed        Time (s)       Rate            
  DELIVERY        9               1.43234968185   6.28 txn/s      
  NEW_ORDER       89              0.594615221024  149.68 txn/s    
  ORDER_STATUS    5               0.0738580226898 67.70 txn/s     
  PAYMENT         86              57.6756021976   1.49 txn/s      
  STOCK_LEVEL     6               0.149936199188  40.02 txn/s     
------------------------------------------------------------------
  TOTAL           195             59.9263613224   3.25 txn/s      
07-13-2018 13:53:33 [execute:084] INFO : ==================================================================
Execution Results after 60 seconds
------------------------------------------------------------------
                  Executed        Time (s)       Rate            
  DELIVERY        9               1.6058151722    5.60 txn/s      
  NEW_ORDER       62              0.381948709488  162.33 txn/s    
  ORDER_STATUS    4               0.0278389453888 143.68 txn/s    
  PAYMENT         63              58.7122373581   1.07 txn/s      
  STOCK_LEVEL     7               0.1218791008    57.43 txn/s     
------------------------------------------------------------------
  TOTAL           145             60.849719286    2.38 txn/s      
07-13-2018 13:53:33 [execute:084] INFO : ==================================================================
Execution Results after 71 seconds
------------------------------------------------------------------
                  Executed        Time (s)       Rate            
  DELIVERY        3               0.46321606636   6.48 txn/s      
  NEW_ORDER       84              0.568111658096  147.86 txn/s    
  ORDER_STATUS    12              0.100563049316  119.33 txn/s    
  PAYMENT         79              70.4910018444   1.12 txn/s      
  STOCK_LEVEL     6               0.0967166423798 62.04 txn/s     
------------------------------------------------------------------
  TOTAL           184             71.7196092606   2.57 txn/s      
07-13-2018 13:53:34 [execute:084] INFO : ==================================================================
Execution Results after 64 seconds
------------------------------------------------------------------
                  Executed        Time (s)       Rate            
  DELIVERY        7               0.960103273392  7.29 txn/s      
  NEW_ORDER       74              0.468268871307  158.03 txn/s    
  ORDER_STATUS    3               0.0259356498718 115.67 txn/s    
  PAYMENT         72              62.8677613735   1.15 txn/s      
  STOCK_LEVEL     3               0.0797626972198 37.61 txn/s     
------------------------------------------------------------------
  TOTAL           159             64.4018318653   2.47 txn/s      
07-13-2018 13:53:34 [execute:084] INFO : ==================================================================
Execution Results after 65 seconds
------------------------------------------------------------------
                  Executed        Time (s)       Rate            
  DELIVERY        1               0.0314300060272 31.82 txn/s     
  NEW_ORDER       26              0.168642759323  154.17 txn/s    
  ORDER_STATUS    2               0.0143232345581 139.63 txn/s    
  PAYMENT         20              65.4444923401   0.31 txn/s      
  STOCK_LEVEL     5               0.093318939209  53.58 txn/s     
------------------------------------------------------------------
  TOTAL           54              65.7522072792   0.82 txn/s      
07-13-2018 13:53:36 [execute:084] INFO : ==================================================================
Execution Results after 63 seconds
------------------------------------------------------------------
                  Executed        Time (s)       Rate            
  DELIVERY        4               0.480620861053  8.32 txn/s      
  NEW_ORDER       34              0.276226758957  123.09 txn/s    
  ORDER_STATUS    7               0.125339031219  55.85 txn/s     
  PAYMENT         33              62.2902047634   0.53 txn/s      
  STOCK_LEVEL     2               0.0274972915649 72.73 txn/s     
------------------------------------------------------------------
  TOTAL           80              63.1998887062   1.27 txn/s      
07-13-2018 13:53:42 [execute:084] INFO : ==================================================================
Execution Results after 87 seconds
------------------------------------------------------------------
                  Executed        Time (s)       Rate            
  DELIVERY        20              2.96988320351   6.73 txn/s      
  NEW_ORDER       85              0.50453209877   168.47 txn/s    
  ORDER_STATUS    9               0.0922546386719 97.56 txn/s     
  PAYMENT         78              83.907230854    0.93 txn/s      
  STOCK_LEVEL     3               0.0568609237671 52.76 txn/s     
------------------------------------------------------------------
  TOTAL           195             87.5307617188   2.23 txn/s      
07-13-2018 13:53:44 [execute:084] INFO : ==================================================================
Execution Results after 87 seconds
------------------------------------------------------------------
                  Executed        Time (s)       Rate            
  DELIVERY        4               0.3746342659    10.68 txn/s     
  NEW_ORDER       66              0.337295770645  195.67 txn/s    
  ORDER_STATUS    12              0.114773750305  104.55 txn/s    
  PAYMENT         78              86.0076639652   0.91 txn/s      
  STOCK_LEVEL     8               0.188428163528  42.46 txn/s     
------------------------------------------------------------------
  TOTAL           168             87.0227959156   1.93 txn/s      
07-13-2018 13:53:46 [execute:084] INFO : ==================================================================
Execution Results after 69 seconds
------------------------------------------------------------------
                  Executed        Time (s)       Rate            
  DELIVERY        8               1.14502429962   6.99 txn/s      
  NEW_ORDER       22              0.176820993423  124.42 txn/s    
  PAYMENT         38              67.9814043045   0.56 txn/s      
  STOCK_LEVEL     5               0.0802438259125 62.31 txn/s     
------------------------------------------------------------------
  TOTAL           73              69.3834934235   1.05 txn/s      
07-13-2018 13:53:52 [execute:084] INFO : ==================================================================
Execution Results after 91 seconds
------------------------------------------------------------------
                  Executed        Time (s)       Rate            
  DELIVERY        2               0.251587867737  7.95 txn/s      
  NEW_ORDER       45              0.341923236847  131.61 txn/s    
